gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,avg_charge_per_tenure,high_monthly_charge,short_tenure,is_long_term_contract,customer_id,actual_churn,churn_risk_score,risk_level,recommended_action
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,73.56015625,1,0,1,3795-GWTRD,0,0.0197718380689433,Low Risk,Normal monitoring
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,72.02000000000001,1,1,0,4750-ZRXIU,1,0.9158635534910118,High Risk,Offer long-term contract discount
Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,103.63888888888889,1,0,1,5445-PZWGX,1,0.2296487320068513,Low Risk,Normal monitoring
Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,91.36190476190475,1,0,1,0516-UXRMT,0,0.2859930017705119,Low Risk,Normal monitoring
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,96.33642857142856,1,0,1,0727-BNRLG,0,0.1444143123860073,Low Risk,Normal monitoring
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,88.78,1,1,1,3932-CMDTD,1,0.7409347718837486,High Risk,Offer Personalize price discount
Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,55.612,0,0,1,1264-FUHCX,0,0.249467066995521,Low Risk,Normal monitoring
Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,79.35,1,0,1,6194-HBGQN,0,0.1253221294540026,Low Risk,Normal monitoring
Male,0,No,No,26,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,42.83518518518518,0,0,0,4524-QCSSM,0,0.4502974384261839,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,40.57,0,1,0,4570-QHXHL,0,0.630101564187095,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,94.29224137931034,1,0,1,2972-YDYUW,0,0.3168590925358349,Low Risk,Normal monitoring
Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,805.2,21.18947368421053,0,0,0,2061-VVFST,0,0.1279196653081811,Low Risk,Normal monitoring
Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,97.46129032258064,1,0,1,6874-SGLHU,0,0.4529324371170894,Medium Risk,Send satisfaction survey and retention message
Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,105.293661971831,1,0,1,9844-FELAJ,0,0.4519084901804976,Medium Risk,Send satisfaction survey and retention message
Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,87.02173913043478,1,0,0,1902-XBTFB,1,0.6612081224376967,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,47.02125,0,0,0,9039-RBEEE,1,0.3164119930810657,Low Risk,Normal monitoring
Female,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,78.13235294117646,1,0,0,9369-XFEHK,1,0.6297394352254478,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.6,7049.5,115.5655737704918,1,0,1,3680-CTHUH,0,0.3132793159545436,Low Risk,Normal monitoring
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,9.725,0,1,0,3679-XASPY,0,0.4503485421397585,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,740.55,56.965384615384615,0,1,0,9089-UOWJG,0,0.5359366332811338,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1028.75,19.783653846153847,0,0,1,1574-DYCWE,0,0.0165262086750711,Low Risk,Normal monitoring
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,77.85434782608696,1,0,0,9779-DPNEJ,0,0.6986093736232704,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,9.4,0,1,1,2967-MXRAV,0,0.2138791708387548,Low Risk,Normal monitoring
Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,95.88875,1,0,1,0327-WFZSY,0,0.5438579520115651,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,72.44,1,1,0,1731-TVIUK,1,0.8870171667844854,High Risk,Offer long-term contract discount
Female,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,80.45,3201.55,80.03875000000001,1,0,1,7666-WKRON,1,0.1706237595048414,Low Risk,Normal monitoring
Male,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,82.65214285714285,1,0,0,3865-ZYKAD,0,0.4080052846392624,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,64.63333333333334,0,1,0,1465-LNTLJ,0,0.5675749807506439,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,23.61159420289855,0,0,1,2696-RZVZW,0,0.0199906613215319,Low Risk,Normal monitoring
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,51.61666666666667,1,1,0,0685-MLYYM,1,0.8447485668931505,High Risk,Offer long-term contract discount
Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,38.852,0,0,0,2778-OCLGR,1,0.4526593026469055,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,51.24767441860465,0,0,0,3982-XWFZQ,1,0.4443262911390471,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,78.22,1,0,1,4759-PXTAN,0,0.2652759409590788,Low Risk,Normal monitoring
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,40.0,1,1,0,1448-PWKYE,1,0.9147700382828772,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,34.473404255319146,0,0,0,8741-LQOBK,0,0.1760732496243627,Low Risk,Normal monitoring
Male,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,23.7,0,1,0,8650-RHRKE,1,0.7887197933641773,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.45,250.8,20.9,0,1,0,7266-GSSJX,0,0.3945344110856607,Low Risk,Normal monitoring
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,65.97,0,0,1,1265-HVPZB,0,0.0830147713633129,Low Risk,Normal monitoring
Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297.0,61.05555555555556,0,0,1,9640-ZSLDC,0,0.1082253841340804,Low Risk,Normal monitoring
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.2,140.4,35.1,0,1,0,0988-JRWWP,0,0.8040532495872236,High Risk,Offer long-term contract discount
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,25.22191780821917,0,0,1,1926-QUZNN,0,0.0235112007113176,Low Risk,Normal monitoring
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,18.56,0,1,0,9025-ZRPVR,1,0.3708435196539435,Low Risk,Normal monitoring
Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,18.786,0,0,1,6527-PZFPV,0,0.1085210485519192,Low Risk,Normal monitoring
Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,83.9445652173913,1,0,0,7460-ITWWP,0,0.6936362217848783,Medium Risk,Send satisfaction survey and retention message
Female,0,Yes,No,49,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,41.415,0,0,0,1530-ZTDOZ,0,0.2685486734014188,Low Risk,Normal monitoring
Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,22.86935483870968,0,0,1,4785-FCIFB,0,0.0232489004978465,Low Risk,Normal monitoring
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,144.0,48.0,0,1,0,9717-QEBGU,0,0.8871120317919283,High Risk,Offer long-term contract discount
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,70.98333333333333,1,1,0,0876-WDUUZ,1,0.7824944045360511,High Risk,Offer long-term contract discount
Female,0,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,24.133333333333336,0,1,0,7881-EVUAD,1,0.8206233281150741,High Risk,Offer long-term contract discount
Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,78.03076923076922,1,0,0,4002-BQWPQ,0,0.2659471866483868,Low Risk,Normal monitoring
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,105.10245901639344,1,0,0,6377-WHAOX,0,0.7258345909496322,High Risk,Offer long-term contract discount
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,109.35384615384616,1,0,1,5027-YOCXN,0,0.2319496586527653,Low Risk,Normal monitoring
Male,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.7,113.55,37.85,0,1,0,8450-JOVAH,1,0.5592515827532514,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,101.32301587301588,1,0,1,6646-QVXLR,1,0.6005059703445038,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,82.15943396226415,1,0,1,0254-KCJGT,0,0.1244425711593152,Low Risk,Normal monitoring
Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,72.79710144927536,1,0,1,3442-ZHHCC,0,0.1298873366281288,Low Risk,Normal monitoring
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,79.21521739130435,1,0,0,9167-APMXZ,0,0.735436470469341,High Risk,Offer long-term contract discount
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,12.525,0,1,0,0616-ATFGB,1,0.8139829758709863,High Risk,Offer long-term contract discount
Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,33.05,0,1,0,7273-TEFQD,1,0.8592439840218936,High Risk,Offer long-term contract discount
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,93.01176470588236,1,0,0,8245-UMPYT,1,0.8656342105197209,High Risk,Offer long-term contract discount
Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,68.99848484848485,1,0,0,6022-UGGSO,1,0.6529402009165666,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,23.436274509803923,0,0,1,6292-TOSSS,0,0.0292926216965444,Low Risk,Normal monitoring
Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.75,48.75,24.375,0,1,0,5207-PLSTK,0,0.6249401703204764,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,71.07857142857144,1,1,0,3908-BLSYF,1,0.8256027556864303,High Risk,Offer long-term contract discount
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,25.375,0,1,0,4317-VTEOA,1,0.7792420242687076,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,18.626666666666665,0,0,1,0625-AFOHS,0,0.029710990871107,Low Risk,Normal monitoring
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,9.65,0,1,0,4667-OHGKG,1,0.491745200222798,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,98.60508474576272,1,0,0,2386-OWURY,0,0.5794867664843543,Medium Risk,Send satisfaction survey and retention message
Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,76.3111111111111,1,0,0,3780-DDGSE,0,0.4304415532523829,Medium Risk,Send satisfaction survey and retention message
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,876.15,19.9125,0,0,1,1047-RNXZV,0,0.0241620740418216,Low Risk,Normal monitoring
Female,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),50.05,2029.05,48.31071428571428,0,0,1,3926-YZVVX,0,0.0928282666402218,Low Risk,Normal monitoring
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,890.5,18.55208333333333,0,0,1,4742-TXUEX,0,0.0184411559304711,Low Risk,Normal monitoring
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,97.66470588235292,1,0,0,8709-KRDVL,0,0.7884768772600547,High Risk,Offer long-term contract discount
Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,21.043382352941176,0,0,1,0397-ZXWQF,0,0.0129313794976922,Low Risk,Normal monitoring
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.4,1496.45,20.49931506849315,0,0,1,3910-MRQOY,0,0.0115900683143622,Low Risk,Normal monitoring
Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),54.9,2614.1,51.25686274509804,0,0,1,2511-MORQY,0,0.1279131574717366,Low Risk,Normal monitoring
Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,47.968,0,0,1,4039-PIMHX,0,0.0506205914853177,Low Risk,Normal monitoring
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,53.07000000000001,1,1,0,8083-YTZES,1,0.9062577633682518,High Risk,Offer long-term contract discount
Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,92.4491935483871,1,0,0,1346-PJWTK,0,0.346200837393235,Low Risk,Normal monitoring
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150.0,18.75,0,1,1,3750-YHRYO,0,0.1512413857816089,Low Risk,Normal monitoring
Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,84.40666666666667,1,0,0,1236-WFCDV,1,0.729722606230617,High Risk,Offer long-term contract discount
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,72.57407407407408,1,0,0,5949-HGVJL,0,0.4919941167416738,Medium Risk,Send satisfaction survey and retention message
Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,67.19444444444444,1,0,0,9112-WSNPU,0,0.5748820112676115,Medium Risk,Send satisfaction survey and retention message
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,98.85636363636364,1,0,1,1360-JYXKQ,0,0.4821579663435731,Medium Risk,Send satisfaction survey and retention message
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,86.45555555555556,1,1,0,3585-ISXZP,1,0.830514187538779,High Risk,Offer long-term contract discount
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,35.825,1,1,0,8380-PEFPE,1,0.903062719894628,High Risk,Offer long-term contract discount
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,98.36764705882354,1,0,1,9402-ROUMJ,0,0.2177780178647483,Low Risk,Normal monitoring
Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,19.924,0,0,1,4335-UPJSI,0,0.0307195020214788,Low Risk,Normal monitoring
Female,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.9,1595.5,24.54615384615385,0,0,1,6096-EGVTU,0,0.0400608664240859,Low Risk,Normal monitoring
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,77.66571428571429,1,0,0,8988-ECPJR,1,0.576483359670145,Medium Risk,Send satisfaction survey and retention message
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,153.95,17.105555555555554,0,1,1,7677-SJJJK,0,0.1528512116669658,Low Risk,Normal monitoring
